time,TotalIntCell,AvIntCell,AreaCell,TotalIntCloud,AvIntCloud,AreaCloud,/Volumes/u934/service_imagerie/v_kapoor/HEARD/Feb2019/decon_reg_maxProj/Latest_CTRACK-TxT/Test/CTrackMAX_res_20190117-CL60-TT4h-TL10min-Dox1555_visit_14_ch_2.tifTrackID4Channel 2.txt
"[ 1.  2.  3.  4.  5.  6.  7.  8.  9. 10. 11. 12. 13. 14. 15. 16. 17. 18.
 19. 20. 21. 22. 23. 24. 25. 26.]","[3808888. 4034616. 3574077. 3967580. 3938142. 3543568. 4423706. 4167293.
 3983548. 3675337. 3274650. 3804863. 3626701. 3546960. 3657245. 3587959.
 3790677. 3407810. 3847699. 4094009. 4293374. 3906893. 4216418. 4014293.
 3548827. 2074339.]","[259.673 251.034 244.85  259.404 249.013 233.899 240.393 234.751 235.198
 230.703 218.034 225.902 225.429 234.463 228.792 233.166 236.385 233.348
 229.18  231.431 235.253 227.185 226.324 234.535 258.115 235.053]","[14668. 16072. 14597. 15295. 15815. 15150. 18402. 17752. 16937. 15931.
 15019. 16843. 16088. 15128. 15985. 15388. 16036. 14604. 16789. 17690.
 18250. 17197. 18630. 17116. 13749.  8825.]","[    0.     0. 39728.     0.     0.     0.     0. 14515. 37942. 50624.
 76718. 70244. 61235. 72582. 72714. 69210. 84508. 67143. 77000. 32787.
 36535. 70872. 75737. 57090. 20176. 61346.]","[  0.      0.    257.974   0.      0.      0.      0.    241.917 249.618
 246.946 238.255 238.925 243.964 255.57  248.171 263.156 270.859 265.387
 260.135 241.081 248.537 264.448 262.976 259.5   269.013 251.418]","[  0.   0. 154.   0.   0.   0.   0.  60. 152. 205. 322. 294. 251. 284.
 293. 263. 312. 253. 296. 136. 147. 268. 288. 220.  75. 244.]"
